kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,ketersediaan_tempat_pembuangan_sampah,tahun,id
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213130.0,CIKAUM,3213130004.0,CIKAUM BARAT,32.13.22,CIKAUM,32.13.22.2003,CIKAUM BARAT,ADA,2021.0,14932
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213130.0,CIKAUM,3213130003.0,CIKAUM TIMUR,32.13.22,CIKAUM,32.13.22.2004,CIKAUM TIMUR,ADA,2021.0,14933
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213130.0,CIKAUM,3213130008.0,TANJUNGSARI BARAT,32.13.22,CIKAUM,32.13.22.2005,TANJUNGSARI BARAT,ADA,2021.0,14934
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213130.0,CIKAUM,3213130007.0,MEKARSARI,32.13.22,CIKAUM,32.13.22.2006,MEKARSARI,TIDAK ADA,2021.0,14935
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213130.0,CIKAUM,3213130009.0,TANJUNGSARI TIMUR,32.13.22,CIKAUM,32.13.22.2007,TANJUNGSARI TIMUR,TIDAK ADA,2021.0,14936
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213130.0,CIKAUM,3213130006.0,GANDASARI,32.13.22,CIKAUM,32.13.22.2008,GANDASARI,ADA,2021.0,14937
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213130.0,CIKAUM,3213130005.0,PASIRMUNCANG,32.13.22,CIKAUM,32.13.22.2009,PASIRMUNCANG,ADA,2021.0,14938
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213011.0,SERANGPANJANG,3213011003.0,CIJENGKOL,32.13.23,SERANGPANJANG,32.13.23.2001,CIJENGKOL,ADA,2021.0,14939
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213011.0,SERANGPANJANG,3213011006.0,TALAGASARI,32.13.23,SERANGPANJANG,32.13.23.2002,TALAGASARI,TIDAK ADA,2021.0,14940
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213011.0,SERANGPANJANG,3213011004.0,CINTAMEKAR,32.13.23,SERANGPANJANG,32.13.23.2003,CINTAMEKAR,ADA,2021.0,14941
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213011.0,SERANGPANJANG,3213011005.0,PONGGANG,32.13.23,SERANGPANJANG,32.13.23.2004,PONGGANG,TIDAK ADA,2021.0,14942
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213011.0,SERANGPANJANG,3213011002.0,CIKUJANG,32.13.23,SERANGPANJANG,32.13.23.2005,CIKUJANG,TIDAK ADA,2021.0,14943
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213011.0,SERANGPANJANG,3213011001.0,CIPANCAR,32.13.23,SERANGPANJANG,32.13.23.2006,CIPANCAR,TIDAK ADA,2021.0,14944
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213191.0,SUKASARI,3213191006.0,ANGGASARI,32.13.24,SUKASARI,32.13.24.2001,ANGGASARI,TIDAK ADA,2021.0,14945
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213191.0,SUKASARI,3213191003.0,BATANGSARI,32.13.24,SUKASARI,32.13.24.2002,BATANGSARI,TIDAK ADA,2021.0,14946
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213191.0,SUKASARI,3213191007.0,SUKAMAJU,32.13.24,SUKASARI,32.13.24.2003,SUKAMAJU,TIDAK ADA,2021.0,14947
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213191.0,SUKASARI,3213191001.0,MANDALAWANGI,32.13.24,SUKASARI,32.13.24.2004,MANDALAWANGI,TIDAK ADA,2021.0,14948
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213191.0,SUKASARI,3213191002.0,CURUGREJA,32.13.24,SUKASARI,32.13.24.2005,CURUGREJA,TIDAK ADA,2021.0,14949
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213191.0,SUKASARI,3213191005.0,SUKAREJA,32.13.24,SUKASARI,32.13.24.2006,SUKAREJA,TIDAK ADA,2021.0,14950
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213191.0,SUKASARI,3213191004.0,SUKASARI,32.13.24,SUKASARI,32.13.24.2007,SUKASARI,TIDAK ADA,2021.0,14951
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213171.0,TAMBAKDAHAN,3213171001.0,TANJUNGRASA,32.13.25,TAMBAKDAHAN,32.13.25.2001,TANJUNGRASA,TIDAK ADA,2021.0,14952
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213171.0,TAMBAKDAHAN,3213171002.0,WANAJAYA,32.13.25,TAMBAKDAHAN,32.13.25.2002,WANAJAYA,ADA,2021.0,14953
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213171.0,TAMBAKDAHAN,3213171003.0,GARDUMUKTI,32.13.25,TAMBAKDAHAN,32.13.25.2003,GARDUMUKTI,ADA,2021.0,14954
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213171.0,TAMBAKDAHAN,3213171004.0,MARIUK,32.13.25,TAMBAKDAHAN,32.13.25.2004,MARIUK,ADA,2021.0,14955
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213171.0,TAMBAKDAHAN,3213171005.0,KERTAJAYA,32.13.25,TAMBAKDAHAN,32.13.25.2005,KERTAJAYA,ADA,2021.0,14956
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213171.0,TAMBAKDAHAN,3213171006.0,TAMBAKDAHAN,32.13.25,TAMBAKDAHAN,32.13.25.2006,TAMBAKDAHAN,TIDAK ADA,2021.0,14957
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213171.0,TAMBAKDAHAN,3213171009.0,RANCAUDIK,32.13.25,TAMBAKDAHAN,32.13.25.2007,RANCAUDIK,TIDAK ADA,2021.0,14958
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213171.0,TAMBAKDAHAN,3213171007.0,BOJONGKEDING,32.13.25,TAMBAKDAHAN,32.13.25.2008,BOJONGKEDING,ADA,2021.0,14959
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213171.0,TAMBAKDAHAN,3213171008.0,BOJONEGARA,32.13.25,TAMBAKDAHAN,32.13.25.2009,BOJONEGARA,ADA,2021.0,14960
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213031.0,KASOMALANG,3213031002.0,SINDANGSARI,32.13.26,KASOMALANG,32.13.26.2001,SINDANGSARI,ADA,2021.0,14961
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213031.0,KASOMALANG,3213031001.0,PASANGGRAHAN,32.13.26,KASOMALANG,32.13.26.2002,PASANGGRAHAN,ADA,2021.0,14962
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213031.0,KASOMALANG,3213031003.0,BOJONGLOA,32.13.26,KASOMALANG,32.13.26.2003,BOJONGLOA,ADA,2021.0,14963
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213031.0,KASOMALANG,3213031005.0,SUKAMELANG,32.13.26,KASOMALANG,32.13.26.2004,SUKAMELANG,ADA,2021.0,14964
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213031.0,KASOMALANG,3213031004.0,TENJOLAYA,32.13.26,KASOMALANG,32.13.26.2005,TENJOLAYA,ADA,2021.0,14965
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213031.0,KASOMALANG,3213031006.0,KASOMALANG WETAN,32.13.26,KASOMALANG,32.13.26.2006,KASOMALANG WETAN,ADA,2021.0,14966
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213031.0,KASOMALANG,3213031007.0,KASOMALANG KULON,32.13.26,KASOMALANG,32.13.26.2007,KASOMALANG KULON,ADA,2021.0,14967
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213031.0,KASOMALANG,3213031008.0,CIMANGLID,32.13.26,KASOMALANG,32.13.26.2008,CIMANGLID,ADA,2021.0,14968
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081009.0,MANYETI,32.13.27,DAWUAN,32.13.27.2001,MANYETI,ADA,2021.0,14969
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081006.0,RAWALELE,32.13.27,DAWUAN,32.13.27.2002,RAWALELE,ADA,2021.0,14970
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081005.0,SUKASARI,32.13.27,DAWUAN,32.13.27.2003,SUKASARI,ADA,2021.0,14971
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081004.0,SITUSARI,32.13.27,DAWUAN,32.13.27.2004,SITUSARI,TIDAK ADA,2021.0,14972
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081008.0,DAWUAN KALER,32.13.27,DAWUAN,32.13.27.2005,DAWUAN KALER,TIDAK ADA,2021.0,14973
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081007.0,DAWUAN KIDUL,32.13.27,DAWUAN,32.13.27.2006,DAWUAN KIDUL,TIDAK ADA,2021.0,14974
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081003.0,CISAMPIH,32.13.27,DAWUAN,32.13.27.2007,CISAMPIH,ADA,2021.0,14975
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081002.0,MARGASARI,32.13.27,DAWUAN,32.13.27.2008,MARGASARI,ADA,2021.0,14976
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081010.0,BATUSARI,32.13.27,DAWUAN,32.13.27.2009,BATUSARI,ADA,2021.0,14977
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081001.0,JAMBELAER,32.13.27,DAWUAN,32.13.27.2010,JAMBELAER,ADA,2021.0,14978
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213141.0,PAGADEN BARAT,3213141008.0,MEKARWANGI,32.13.28,PAGADEN BARAT,32.13.28.2001,MEKARWANGI,TIDAK ADA,2021.0,14979
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213141.0,PAGADEN BARAT,3213141007.0,BENDUNGAN,32.13.28,PAGADEN BARAT,32.13.28.2002,BENDUNGAN,ADA,2021.0,14980
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213141.0,PAGADEN BARAT,3213141005.0,MUNJUL,32.13.28,PAGADEN BARAT,32.13.28.2003,MUNJUL,TIDAK ADA,2021.0,14981
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213141.0,PAGADEN BARAT,3213141006.0,MARGAHAYU,32.13.28,PAGADEN BARAT,32.13.28.2004,MARGAHAYU,TIDAK ADA,2021.0,14982
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213141.0,PAGADEN BARAT,3213141004.0,PANGSOR,32.13.28,PAGADEN BARAT,32.13.28.2005,PANGSOR,TIDAK ADA,2021.0,14983
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213141.0,PAGADEN BARAT,3213141009.0,SUMURGINTUNG,32.13.28,PAGADEN BARAT,32.13.28.2006,SUMURGINTUNG,TIDAK ADA,2021.0,14984
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213141.0,PAGADEN BARAT,3213141001.0,BALIMBING,32.13.28,PAGADEN BARAT,32.13.28.2007,BALIMBING,ADA,2021.0,14985
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213141.0,PAGADEN BARAT,3213141003.0,CIDAHU,32.13.28,PAGADEN BARAT,32.13.28.2008,CIDAHU,TIDAK ADA,2021.0,14986
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213141.0,PAGADEN BARAT,3213141002.0,CIDADAP,32.13.28,PAGADEN BARAT,32.13.28.2009,CIDADAP,ADA,2021.0,14987
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213021.0,CIATER,3213021007.0,CISAAT,32.13.29,CIATER,32.13.29.2001,CISAAT,ADA,2021.0,14988
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213021.0,CIATER,3213021001.0,CIATER,32.13.29,CIATER,32.13.29.2002,CIATER,ADA,2021.0,14989
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213021.0,CIATER,3213021002.0,NAGRAK,32.13.29,CIATER,32.13.29.2003,NAGRAK,ADA,2021.0,14990
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213021.0,CIATER,3213021003.0,CIBEUSI,32.13.29,CIATER,32.13.29.2004,CIBEUSI,ADA,2021.0,14991
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213021.0,CIATER,3213021004.0,CIBITUNG,32.13.29,CIATER,32.13.29.2005,CIBITUNG,TIDAK ADA,2021.0,14992
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213021.0,CIATER,3213021006.0,PALASARI,32.13.29,CIATER,32.13.29.2006,PALASARI,ADA,2021.0,14993
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213021.0,CIATER,3213021005.0,SANCA,32.13.29,CIATER,32.13.29.2007,SANCA,ADA,2021.0,14994
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213201.0,PUSAKAJAYA,3213201007.0,KEBONDANAS,32.13.30,PUSAKAJAYA,32.13.30.2001,KEBONDANAS,ADA,2021.0,14995
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213201.0,PUSAKAJAYA,3213201008.0,PUSAKAJAYA,32.13.30,PUSAKAJAYA,32.13.30.2002,PUSAKAJAYA,ADA,2021.0,14996
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213201.0,PUSAKAJAYA,3213201006.0,KARANGANYAR,32.13.30,PUSAKAJAYA,32.13.30.2003,KARANGANYAR,ADA,2021.0,14997
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213201.0,PUSAKAJAYA,3213201001.0,BOJONGTENGAH,32.13.30,PUSAKAJAYA,32.13.30.2004,BOJONGTENGAH,TIDAK ADA,2021.0,14998
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213201.0,PUSAKAJAYA,3213201002.0,BOJONGJAYA,32.13.30,PUSAKAJAYA,32.13.30.2005,BOJONGJAYA,TIDAK ADA,2021.0,14999
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213201.0,PUSAKAJAYA,3213201003.0,CIGUGUR,32.13.30,PUSAKAJAYA,32.13.30.2006,CIGUGUR,ADA,2021.0,15000
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213201.0,PUSAKAJAYA,3213201004.0,CIGUGUR KALER,32.13.30,PUSAKAJAYA,32.13.30.2007,CIGUGUR KALER,ADA,2021.0,15001
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213201.0,PUSAKAJAYA,3213201005.0,RANGDU,32.13.30,PUSAKAJAYA,32.13.30.2008,RANGDU,ADA,2021.0,15002
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214100.0,PURWAKARTA,3214100011.0,CITALANG,32.14.01,PURWAKARTA,32.14.01.2010,CITALANG,ADA,2021.0,15003
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110011.0,CAMPAKA,32.14.02,CAMPAKA,32.14.02.2001,CAMPAKA,TIDAK ADA,2021.0,15004
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110012.0,CAMPAKASARI,32.14.02,CAMPAKA,32.14.02.2002,CAMPAKASARI,TIDAK ADA,2021.0,15005
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110010.0,BENTENG,32.14.02,CAMPAKA,32.14.02.2003,BENTENG,TIDAK ADA,2021.0,15006
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110001.0,CIRENDE,32.14.02,CAMPAKA,32.14.02.2004,CIRENDE,TIDAK ADA,2021.0,15007
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110026.0,CIKUMPAY,32.14.02,CAMPAKA,32.14.02.2005,CIKUMPAY,ADA,2021.0,15008
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110027.0,CIJAYA,32.14.02,CAMPAKA,32.14.02.2006,CIJAYA,TIDAK ADA,2021.0,15009
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110028.0,KERTAMUKTI,32.14.02,CAMPAKA,32.14.02.2007,KERTAMUKTI,TIDAK ADA,2021.0,15010
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110025.0,CIMAHI,32.14.02,CAMPAKA,32.14.02.2008,CIMAHI,TIDAK ADA,2021.0,15011
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110023.0,CIJUNTI,32.14.02,CAMPAKA,32.14.02.2009,CIJUNTI,TIDAK ADA,2021.0,15012
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110024.0,CISAAT,32.14.02,CAMPAKA,32.14.02.2010,CISAAT,TIDAK ADA,2021.0,15013
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010007.0,CIKAOBANDUNG,32.14.03,JATILUHUR,32.14.03.2001,CIKAOBANDUNG,ADA,2021.0,15014
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010006.0,JATIMEKAR,32.14.03,JATILUHUR,32.14.03.2002,JATIMEKAR,ADA,2021.0,15015
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010008.0,JATILUHUR,32.14.03,JATILUHUR,32.14.03.2003,JATILUHUR,TIDAK ADA,2021.0,15016
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010009.0,CILEGONG,32.14.03,JATILUHUR,32.14.03.2004,CILEGONG,ADA,2021.0,15017
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010010.0,KEMBANGKUNING,32.14.03,JATILUHUR,32.14.03.2005,KEMBANGKUNING,ADA,2021.0,15018
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010011.0,CIBINONG,32.14.03,JATILUHUR,32.14.03.2006,CIBINONG,ADA,2021.0,15019
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010018.0,BUNDER,32.14.03,JATILUHUR,32.14.03.2007,BUNDER,ADA,2021.0,15020
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010017.0,MEKARGALIH,32.14.03,JATILUHUR,32.14.03.2008,MEKARGALIH,ADA,2021.0,15021
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010016.0,CISALADA,32.14.03,JATILUHUR,32.14.03.2009,CISALADA,ADA,2021.0,15022
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010015.0,PARAKANLIMA,32.14.03,JATILUHUR,32.14.03.2010,PARAKANLIMA,ADA,2021.0,15023
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040007.0,PLERED,32.14.04,PLERED,32.14.04.2001,PLERED,ADA,2021.0,15024
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040005.0,PALINGGIHAN,32.14.04,PLERED,32.14.04.2002,PALINGGIHAN,TIDAK ADA,2021.0,15025
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040004.0,CIBOGOHILIR,32.14.04,PLERED,32.14.04.2003,CIBOGOHILIR,ADA,2021.0,15026
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040011.0,LINGGASARI,32.14.04,PLERED,32.14.04.2004,LINGGASARI,ADA,2021.0,15027
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040002.0,GANDASOLI,32.14.04,PLERED,32.14.04.2005,GANDASOLI,TIDAK ADA,2021.0,15028
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040009.0,CITEKO,32.14.04,PLERED,32.14.04.2006,CITEKO,ADA,2021.0,15029
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040013.0,LIUNGGUNUNG,32.14.04,PLERED,32.14.04.2007,LIUNGGUNUNG,TIDAK ADA,2021.0,15030
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040001.0,RAWASARI,32.14.04,PLERED,32.14.04.2008,RAWASARI,ADA,2021.0,15031
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040014.0,ANJUN,32.14.04,PLERED,32.14.04.2009,ANJUN,TIDAK ADA,2021.0,15032
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040008.0,SINDANGSARI,32.14.04,PLERED,32.14.04.2010,SINDANGSARI,TIDAK ADA,2021.0,15033
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040006.0,BABAKANSARI,32.14.04,PLERED,32.14.04.2011,BABAKANSARI,ADA,2021.0,15034
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040003.0,GANDAMEKAR,32.14.04,PLERED,32.14.04.2012,GANDAMEKAR,TIDAK ADA,2021.0,15035
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040010.0,CITEKOKALER,32.14.04,PLERED,32.14.04.2013,CITEKOKALER,ADA,2021.0,15036
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040012.0,PAMOYANAN,32.14.04,PLERED,32.14.04.2014,PAMOYANAN,ADA,2021.0,15037
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040016.0,SEMPUR,32.14.04,PLERED,32.14.04.2015,SEMPUR,TIDAK ADA,2021.0,15038
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040015.0,CIBOGO GIRANG,32.14.04,PLERED,32.14.04.2016,CIBOGO GIRANG,ADA,2021.0,15039
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050006.0,SUKATANI,32.14.05,SUKATANI,32.14.05.2001,SUKATANI,ADA,2021.0,15040
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050007.0,MALANGNENGAH,32.14.05,SUKATANI,32.14.05.2002,MALANGNENGAH,ADA,2021.0,15041
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050008.0,CILALAWI,32.14.05,SUKATANI,32.14.05.2003,CILALAWI,TIDAK ADA,2021.0,15042
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050009.0,SUKAMAJU,32.14.05,SUKATANI,32.14.05.2004,SUKAMAJU,ADA,2021.0,15043
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050010.0,CIPICUNG,32.14.05,SUKATANI,32.14.05.2005,CIPICUNG,ADA,2021.0,15044
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050005.0,CIANTING UTARA,32.14.05,SUKATANI,32.14.05.2006,CIANTING UTARA,TIDAK ADA,2021.0,15045
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050002.0,CIANTING,32.14.05,SUKATANI,32.14.05.2007,CIANTING,ADA,2021.0,15046
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050003.0,PASIRMUNJUL,32.14.05,SUKATANI,32.14.05.2008,PASIRMUNJUL,ADA,2021.0,15047
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050011.0,TAJURSINDANG,32.14.05,SUKATANI,32.14.05.2009,TAJURSINDANG,TIDAK ADA,2021.0,15048
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050004.0,CIBODAS,32.14.05,SUKATANI,32.14.05.2010,CIBODAS,TIDAK ADA,2021.0,15049
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050015.0,CIJANTUNG,32.14.05,SUKATANI,32.14.05.2011,CIJANTUNG,ADA,2021.0,15050
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050014.0,SUKAJAYA,32.14.05,SUKATANI,32.14.05.2012,SUKAJAYA,ADA,2021.0,15051
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050013.0,PANYINDANGAN,32.14.05,SUKATANI,32.14.05.2013,PANYINDANGAN,TIDAK ADA,2021.0,15052
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050012.0,SINDANGLAYA,32.14.05,SUKATANI,32.14.05.2014,SINDANGLAYA,TIDAK ADA,2021.0,15053
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060013.0,DARANGDAN,32.14.06,DARANGDAN,32.14.06.2001,DARANGDAN,ADA,2021.0,15054
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060007.0,DEPOK,32.14.06,DARANGDAN,32.14.06.2002,DEPOK,ADA,2021.0,15055
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060016.0,CILINGGA,32.14.06,DARANGDAN,32.14.06.2003,CILINGGA,TIDAK ADA,2021.0,15056
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060002.0,NANGEWER,32.14.06,DARANGDAN,32.14.06.2004,NANGEWER,TIDAK ADA,2021.0,15057
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060009.0,MEKARSARI,32.14.06,DARANGDAN,32.14.06.2005,MEKARSARI,TIDAK ADA,2021.0,15058
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060004.0,LINGGARSARI,32.14.06,DARANGDAN,32.14.06.2006,LINGGARSARI,ADA,2021.0,15059
